Prospect ID,Lead,Initial Communication,Customer Evaluation,Negotiation,PO Received,Delivery,Payment
ProspectID 1605,1,0,1,0,1,0,0
ProspectID 1606,0,0,0,0,0,0,1
ProspectID 1607,1,1,1,0,1,0,1
ProspectID 1608,1,1,0,0,0,0,0
ProspectID 1609,0,0,0,1,0,0,1
ProspectID 1610,1,1,0,1,0,0,0
ProspectID 1611,1,0,1,0,0,1,0
ProspectID 1612,0,0,0,1,0,1,0
ProspectID 1613,1,1,1,0,1,0,0
ProspectID 1614,1,1,1,0,1,1,0
ProspectID 1615,0,0,0,0,0,0,0
ProspectID 1616,1,1,1,0,1,0,0
ProspectID 1617,1,0,0,1,0,0,1
ProspectID 1618,0,0,0,1,0,0,1
ProspectID 1619,1,1,0,0,0,0,0
ProspectID 1620,1,1,1,1,0,0,1
ProspectID 1621,0,0,0,0,0,1,0
ProspectID 1622,1,1,1,0,1,1,0
ProspectID 1623,1,0,1,0,1,0,0
ProspectID 1624,0,0,0,0,0,1,0
ProspectID 1625,1,1,1,1,1,0,0
ProspectID 1626,1,1,0,1,0,0,0
ProspectID 1627,0,0,0,0,0,0,0
ProspectID 1628,1,1,0,1,0,0,1
ProspectID 1629,1,0,1,0,0,0,1
ProspectID 1630,0,0,0,0,0,0,0
ProspectID 1631,1,1,1,0,1,1,1
ProspectID 1632,1,1,1,0,1,1,0
ProspectID 1633,0,0,0,1,0,0,0
ProspectID 1634,1,1,1,1,1,1,0
ProspectID 1635,1,0,0,0,0,0,0
ProspectID 1636,0,0,0,1,0,0,0
ProspectID 1637,1,1,0,0,0,0,0
ProspectID 1638,1,1,1,0,0,0,0
ProspectID 1639,0,0,0,0,0,0,1
ProspectID 1640,1,1,1,0,1,0,1
ProspectID 1641,1,0,1,1,1,1,0
ProspectID 1642,0,0,0,1,0,1,1
ProspectID 1643,1,1,1,0,1,0,0
ProspectID 1644,1,1,0,1,0,1,0
ProspectID 1645,0,0,0,0,0,0,0
ProspectID 1646,1,1,0,0,0,0,0
ProspectID 1647,1,0,1,0,0,0,0
ProspectID 1648,0,0,0,0,0,0,0
ProspectID 1649,1,1,1,1,1,0,0
ProspectID 1650,1,1,1,1,1,0,1
ProspectID 1651,0,0,0,0,0,1,1
ProspectID 1652,1,1,1,1,1,1,0
ProspectID 1653,1,0,0,0,0,0,1
ProspectID 1654,0,0,0,0,0,1,0
ProspectID 1655,1,1,0,0,0,0,0
ProspectID 1656,1,1,1,0,0,0,0
ProspectID 1657,0,0,0,1,0,0,0
ProspectID 1658,1,1,1,1,1,0,0
ProspectID 1659,1,0,1,0,1,0,0
ProspectID 1660,0,0,0,1,0,0,0
ProspectID 1661,1,1,1,0,1,1,1
ProspectID 1662,1,1,0,0,0,1,1
ProspectID 1663,0,0,0,0,0,0,0
ProspectID 1664,1,1,0,0,0,1,1
ProspectID 1665,1,0,1,1,0,0,0
ProspectID 1666,0,0,0,1,0,0,0
ProspectID 1667,1,1,1,0,1,0,0
ProspectID 1668,1,1,1,1,1,0,0
ProspectID 1669,0,0,0,0,0,0,0
ProspectID 1670,1,1,1,0,1,0,0
ProspectID 1671,1,0,0,0,0,1,0
ProspectID 1672,0,0,0,0,0,1,1
ProspectID 1673,1,1,0,1,0,0,1
ProspectID 1674,1,1,1,1,0,1,0
ProspectID 1675,0,0,0,0,0,0,1
ProspectID 1676,1,1,1,1,1,0,0
ProspectID 1677,1,0,1,0,1,0,0
ProspectID 1678,0,0,0,0,0,0,0
ProspectID 1679,1,1,1,0,1,0,0
ProspectID 1680,1,1,0,0,0,0,0
ProspectID 1681,0,0,0,1,0,1,0
ProspectID 1682,1,1,0,1,0,1,0
ProspectID 1683,1,0,1,0,0,0,1
ProspectID 1684,0,0,0,1,0,1,1
ProspectID 1685,1,1,1,0,1,0,0
ProspectID 1686,1,1,1,0,1,0,1
ProspectID 1687,0,0,0,0,0,0,0
ProspectID 1688,1,1,1,0,1,0,0
ProspectID 1689,1,0,0,1,0,0,0
ProspectID 1690,0,0,0,1,0,0,0
ProspectID 1691,1,1,0,0,0,1,0
ProspectID 1692,1,1,1,1,0,1,0
ProspectID 1693,0,0,0,0,0,0,0
ProspectID 1694,1,1,1,0,1,1,1
ProspectID 1695,1,0,1,0,1,0,1
ProspectID 1696,0,0,0,0,0,0,0
ProspectID 1697,1,1,1,1,1,0,1
ProspectID 1698,1,1,0,1,0,0,0
ProspectID 1699,0,0,0,0,0,0,0
ProspectID 1700,1,1,0,1,0,0,0
ProspectID 1701,1,0,1,0,0,1,0
ProspectID 1702,0,0,0,0,0,1,0
ProspectID 1703,1,1,1,0,1,0,0
ProspectID 1704,1,1,1,0,1,1,0
ProspectID 1705,0,0,0,1,0,0,1
ProspectID 1706,1,1,1,1,1,0,1
ProspectID 1707,1,0,0,0,0,0,0
ProspectID 1708,0,0,0,1,0,0,1
ProspectID 1709,1,1,0,0,0,0,0
ProspectID 1710,1,1,1,0,0,0,0
ProspectID 1711,0,0,0,0,0,1,0
ProspectID 1712,1,1,1,0,1,1,0
ProspectID 1713,1,0,1,1,1,0,0
ProspectID 1714,0,0,0,1,0,1,0
ProspectID 1715,1,1,1,0,1,0,0
ProspectID 1716,1,1,0,1,0,0,1
ProspectID 1717,0,0,0,0,0,0,1
ProspectID 1718,1,1,0,0,0,0,0
ProspectID 1719,1,0,1,0,0,0,1
ProspectID 1720,0,0,0,0,0,0,0
ProspectID 1721,1,1,1,1,1,1,0
ProspectID 1722,1,1,1,1,1,1,0
ProspectID 1723,0,0,0,0,0,0,0
ProspectID 1724,1,1,1,1,1,1,0
ProspectID 1725,1,0,0,0,0,0,0
ProspectID 1726,0,0,0,0,0,0,0
ProspectID 1727,1,1,0,0,0,0,1
ProspectID 1728,1,1,1,0,0,0,1
ProspectID 1729,0,0,0,1,0,0,0
ProspectID 1730,1,1,1,1,1,0,1
ProspectID 1731,1,0,1,0,1,1,0
ProspectID 1732,0,0,0,1,0,1,0
ProspectID 1733,1,1,1,0,1,0,0
ProspectID 1734,1,1,0,0,0,1,0
ProspectID 1735,0,0,0,0,0,0,0
ProspectID 1736,1,1,0,0,0,0,0
ProspectID 1737,1,0,1,1,0,0,0
ProspectID 1738,0,0,0,1,0,0,1
ProspectID 1739,1,1,1,0,1,0,1
ProspectID 1740,1,1,1,1,1,0,0
ProspectID 1741,0,0,0,0,0,1,1
ProspectID 1742,1,1,1,0,1,1,0
ProspectID 1743,1,0,0,0,0,0,0
ProspectID 1744,0,0,0,0,0,1,0
ProspectID 1745,1,1,0,1,0,0,0
ProspectID 1746,1,1,1,1,0,0,0
ProspectID 1747,0,0,0,0,0,0,0
ProspectID 1748,1,1,1,1,1,0,0
ProspectID 1749,1,0,1,0,1,0,1
ProspectID 1750,0,0,0,0,0,0,1
ProspectID 1751,1,1,1,0,1,1,0
ProspectID 1752,1,1,0,0,0,1,1
ProspectID 1753,0,0,0,1,0,0,0
ProspectID 1754,1,1,0,1,0,1,0
ProspectID 1755,1,0,1,0,0,0,0
ProspectID 1756,0,0,0,1,0,0,0
ProspectID 1757,1,1,1,0,1,0,0
ProspectID 1758,1,1,1,0,1,0,0
ProspectID 1759,0,0,0,0,0,0,0
ProspectID 1760,1,1,1,0,1,0,1
ProspectID 1761,1,0,0,1,0,1,1
ProspectID 1762,0,0,0,1,0,1,0
ProspectID 1763,1,1,0,0,0,0,1
ProspectID 1764,1,1,1,1,0,1,0
ProspectID 1765,0,0,0,0,0,0,0
ProspectID 1766,1,1,1,0,1,0,0
ProspectID 1767,1,0,1,0,1,0,0
ProspectID 1768,0,0,0,0,0,0,0
ProspectID 1769,1,1,1,1,1,0,0
ProspectID 1770,1,1,0,1,0,0,0
ProspectID 1771,0,0,0,0,0,1,1
ProspectID 1772,1,1,0,1,0,1,1
ProspectID 1773,1,0,1,0,0,0,0
ProspectID 1774,0,0,0,0,0,1,1
ProspectID 1775,1,1,1,0,1,0,0
ProspectID 1776,1,1,1,0,1,0,0
ProspectID 1777,0,0,0,1,0,0,0
ProspectID 1778,1,1,1,1,1,0,0
ProspectID 1779,1,0,0,0,0,0,0
ProspectID 1780,0,0,0,1,0,0,0
ProspectID 1781,1,1,0,0,0,1,0
ProspectID 1782,1,1,1,0,0,1,1
ProspectID 1783,0,0,0,0,0,0,1
ProspectID 1784,1,1,1,0,1,1,0
ProspectID 1785,1,0,1,1,1,0,1
ProspectID 1786,0,0,0,1,0,0,0
ProspectID 1787,1,1,1,0,1,0,0
ProspectID 1788,1,1,0,1,0,0,0
ProspectID 1789,0,0,0,0,0,0,0
ProspectID 1790,1,1,0,0,0,0,0
ProspectID 1791,1,0,1,0,0,1,0
ProspectID 1792,0,0,0,0,0,1,0
ProspectID 1793,1,1,1,1,1,0,1
ProspectID 1794,1,1,1,1,1,1,1
ProspectID 1795,0,0,0,0,0,0,0
ProspectID 1796,1,1,1,1,1,0,1
ProspectID 1797,1,0,0,0,0,0,0
ProspectID 1798,0,0,0,0,0,0,0
ProspectID 1799,1,1,0,0,0,0,0
ProspectID 1800,1,1,1,0,0,0,0
ProspectID 1801,0,0,0,1,0,1,0
ProspectID 1802,1,1,1,1,1,1,0
ProspectID 1803,1,0,1,0,1,0,0
ProspectID 1804,0,0,0,1,0,1,1
ProspectID 1805,1,1,1,0,1,0,1
ProspectID 1806,1,1,0,0,0,0,0
ProspectID 1807,0,0,0,0,0,0,1
ProspectID 1808,1,1,0,0,0,0,0
ProspectID 1809,1,0,1,1,0,0,0
ProspectID 1810,0,0,0,1,0,0,0
ProspectID 1811,1,1,1,0,1,1,0
ProspectID 1812,1,1,1,1,1,1,0
ProspectID 1813,0,0,0,0,0,0,0
ProspectID 1814,1,1,1,0,1,1,0
ProspectID 1815,1,0,0,0,0,0,1
ProspectID 1816,0,0,0,0,0,0,1
ProspectID 1817,1,1,0,1,0,0,0
ProspectID 1818,1,1,1,1,0,0,1
ProspectID 1819,0,0,0,0,0,0,0
ProspectID 1820,1,1,1,1,1,0,0
ProspectID 1821,1,0,1,0,1,1,0
ProspectID 1822,0,0,0,0,0,1,0
ProspectID 1823,1,1,1,0,1,0,0
ProspectID 1824,1,1,0,0,0,1,0
ProspectID 1825,0,0,0,1,0,0,0
ProspectID 1826,1,1,0,1,0,0,1
ProspectID 1827,1,0,1,0,0,0,1
ProspectID 1828,0,0,0,1,0,0,0
ProspectID 1829,1,1,1,0,1,0,1
ProspectID 1830,1,1,1,0,1,0,0
ProspectID 1831,0,0,0,0,0,1,0
ProspectID 1832,1,1,1,0,1,1,0
ProspectID 1833,1,0,0,1,0,0,0
ProspectID 1834,0,0,0,1,0,1,0
ProspectID 1835,1,1,0,0,0,0,0
ProspectID 1836,1,1,1,1,0,0,0
ProspectID 1837,0,0,0,0,0,0,1
ProspectID 1838,1,1,1,0,1,0,1
ProspectID 1839,1,0,1,0,1,0,0
ProspectID 1840,0,0,0,0,0,0,1
ProspectID 1841,1,1,1,1,1,1,0
ProspectID 1842,1,1,0,1,0,1,0
ProspectID 1843,0,0,0,0,0,0,0
ProspectID 1844,1,1,0,1,0,1,0
ProspectID 1845,1,0,1,0,0,0,0
ProspectID 1846,0,0,0,0,0,0,0
ProspectID 1847,1,1,1,0,1,0,0
ProspectID 1848,1,1,1,0,1,0,1
ProspectID 1849,0,0,0,1,0,0,1
ProspectID 1850,1,1,1,1,1,0,0
ProspectID 1851,1,0,0,0,0,1,1
ProspectID 1852,0,0,0,1,0,1,0
ProspectID 1853,1,1,0,0,0,0,0
ProspectID 1854,1,1,1,0,0,1,0
ProspectID 1855,0,0,0,0,0,0,0
ProspectID 1856,1,1,1,0,1,0,0
ProspectID 1857,1,0,1,1,1,0,0
ProspectID 1858,0,0,0,1,0,0,0
ProspectID 1859,1,1,1,0,1,0,1
ProspectID 1860,1,1,0,1,0,0,1
ProspectID 1861,0,0,0,0,0,1,0
ProspectID 1862,1,1,0,0,0,1,1
ProspectID 1863,1,0,1,0,0,0,0
ProspectID 1864,0,0,0,0,0,1,0
ProspectID 1865,1,1,1,1,1,0,0
ProspectID 1866,1,1,1,1,1,0,0
ProspectID 1867,0,0,0,0,0,0,0
ProspectID 1868,1,1,1,1,1,0,0
ProspectID 1869,1,0,0,0,0,0,0
ProspectID 1870,0,0,0,0,0,0,1
ProspectID 1871,1,1,0,0,0,1,1
ProspectID 1872,1,1,1,0,0,1,0
ProspectID 1873,0,0,0,1,0,0,1
ProspectID 1874,1,1,1,1,1,1,0
ProspectID 1875,1,0,1,0,1,0,0
ProspectID 1876,0,0,0,1,0,0,0
ProspectID 1877,1,1,1,0,1,0,0
ProspectID 1878,1,1,0,0,0,0,0
ProspectID 1879,0,0,0,0,0,0,0
ProspectID 1880,1,1,0,0,0,0,0
ProspectID 1881,1,0,1,1,0,1,1
ProspectID 1882,0,0,0,1,0,1,1
ProspectID 1883,1,1,1,0,1,0,0
ProspectID 1884,1,1,1,1,1,1,1
ProspectID 1885,0,0,0,0,0,0,0
ProspectID 1886,1,1,1,0,1,0,0
ProspectID 1887,1,0,0,0,0,0,0
ProspectID 1888,0,0,0,0,0,0,0
ProspectID 1889,1,1,0,1,0,0,0
ProspectID 1890,1,1,1,1,0,0,0
ProspectID 1891,0,0,0,0,0,1,0
ProspectID 1892,1,1,1,1,1,1,1
ProspectID 1893,1,0,1,0,1,0,1
ProspectID 1894,0,0,0,0,0,1,0
ProspectID 1895,1,1,1,0,1,0,1
ProspectID 1896,1,1,0,0,0,0,0
ProspectID 1897,0,0,0,1,0,0,0
ProspectID 1898,1,1,0,1,0,0,0
ProspectID 1899,1,0,1,0,0,0,0
ProspectID 1900,0,0,0,1,0,0,0
ProspectID 1901,1,1,1,0,1,1,0
ProspectID 1902,1,1,1,0,1,1,0
ProspectID 1903,0,0,0,0,0,0,1
ProspectID 1904,1,1,1,0,1,1,1
ProspectID 1905,1,0,0,1,0,0,0
ProspectID 1906,0,0,0,1,0,0,1
ProspectID 1907,1,1,0,0,0,0,0
ProspectID 1908,1,1,1,1,0,0,0
ProspectID 1909,0,0,0,0,0,0,0
ProspectID 1910,1,1,1,0,1,0,0
ProspectID 1911,1,0,1,0,1,1,0
ProspectID 1912,0,0,0,0,0,1,0
ProspectID 1913,1,1,1,1,1,0,0
ProspectID 1914,1,1,0,1,0,1,1
ProspectID 1915,0,0,0,0,0,0,1
ProspectID 1916,1,1,0,1,0,0,0
ProspectID 1917,1,0,1,0,0,0,1
ProspectID 1918,0,0,0,0,0,0,0
ProspectID 1919,1,1,1,0,1,0,0
ProspectID 1920,1,1,1,0,1,0,0
ProspectID 1921,0,0,0,1,0,1,0
ProspectID 1922,1,1,1,1,1,1,0
ProspectID 1923,1,0,0,0,0,0,0
ProspectID 1924,0,0,0,1,0,1,0
ProspectID 1925,1,1,0,0,0,0,1
ProspectID 1926,1,1,1,0,0,0,1
ProspectID 1927,0,0,0,0,0,0,0
ProspectID 1928,1,1,1,0,1,0,1
ProspectID 1929,1,0,1,1,1,0,0
ProspectID 1930,0,0,0,1,0,0,0
ProspectID 1931,1,1,1,0,1,1,0
ProspectID 1932,1,1,0,1,0,1,0
ProspectID 1933,0,0,0,0,0,0,0
ProspectID 1934,1,1,0,0,0,1,0
ProspectID 1935,1,0,1,0,0,0,0
ProspectID 1936,0,0,0,0,0,0,1
ProspectID 1937,1,1,1,1,1,0,1
ProspectID 1938,1,1,1,1,1,0,0
ProspectID 1939,0,0,0,0,0,0,1
ProspectID 1940,1,1,1,1,1,0,0
ProspectID 1941,1,0,0,0,0,1,0
ProspectID 1942,0,0,0,0,0,1,0
ProspectID 1943,1,1,0,0,0,0,0
ProspectID 1944,1,1,1,0,0,1,0
ProspectID 1945,0,0,0,1,0,0,0
ProspectID 1946,1,1,1,1,1,0,0
ProspectID 1947,1,0,1,0,1,0,1
ProspectID 1948,0,0,0,1,0,0,1
ProspectID 1949,1,1,1,0,1,0,0
ProspectID 1950,1,1,0,0,0,0,1
ProspectID 1951,0,0,0,0,0,1,0
ProspectID 1952,1,1,0,0,0,1,0
ProspectID 1953,1,0,1,1,0,0,0
ProspectID 1954,0,0,0,1,0,1,0
ProspectID 1955,1,1,1,0,1,0,0
ProspectID 1956,1,1,1,1,1,0,0
ProspectID 1957,0,0,0,0,0,0,0
ProspectID 1958,1,1,1,0,1,0,1
ProspectID 1959,1,0,0,0,0,0,1
ProspectID 1960,0,0,0,0,0,0,0
ProspectID 1961,1,1,0,1,0,1,1
ProspectID 1962,1,1,1,1,0,1,0
ProspectID 1963,0,0,0,0,0,0,0
ProspectID 1964,1,1,1,1,1,1,0
ProspectID 1965,1,0,1,0,1,0,0
ProspectID 1966,0,0,0,0,0,0,0
ProspectID 1967,1,1,1,0,1,0,0
ProspectID 1968,1,1,0,0,0,0,0
ProspectID 1969,0,0,0,1,0,0,1
ProspectID 1970,1,1,0,1,0,0,1
ProspectID 1971,1,0,1,0,0,1,0
ProspectID 1972,0,0,0,1,0,1,1
ProspectID 1973,1,1,1,0,1,0,0
ProspectID 1974,1,1,1,0,1,1,0
ProspectID 1975,0,0,0,0,0,0,0
ProspectID 1976,1,1,1,0,1,0,0
ProspectID 1977,1,0,0,1,0,0,0
ProspectID 1978,0,0,0,1,0,0,0
ProspectID 1979,1,1,0,0,0,0,0
ProspectID 1980,1,1,1,1,0,0,1
ProspectID 1981,0,0,0,0,0,1,1
ProspectID 1982,1,1,1,0,1,1,0
ProspectID 1983,1,0,1,0,1,0,1
ProspectID 1984,0,0,0,0,0,1,0
ProspectID 1985,1,1,1,1,1,0,0
ProspectID 1986,1,1,0,1,0,0,0
ProspectID 1987,0,0,0,0,0,0,0
ProspectID 1988,1,1,0,1,0,0,0
ProspectID 1989,1,0,1,0,0,0,0
ProspectID 1990,0,0,0,0,0,0,0
ProspectID 1991,1,1,1,0,1,1,1
ProspectID 1992,1,1,1,0,1,1,1
ProspectID 1993,0,0,0,1,0,0,0
ProspectID 1994,1,1,1,1,1,1,1
ProspectID 1995,1,0,0,0,0,0,0
ProspectID 1996,0,0,0,1,0,0,0
ProspectID 1997,1,1,0,0,0,0,0
ProspectID 1998,1,1,1,0,0,0,0
ProspectID 1999,0,0,0,0,0,0,0
ProspectID 2000,1,1,1,0,1,0,0
ProspectID 2001,1,0,1,1,1,1,0
ProspectID 2002,0,0,0,1,0,1,1
ProspectID 2003,1,1,1,0,1,0,1
ProspectID 2004,1,1,0,1,0,1,0
ProspectID 2005,0,0,0,0,0,0,1
ProspectID 2006,1,1,0,0,0,0,0
ProspectID 2007,1,0,1,0,0,0,0
ProspectID 2008,0,0,0,0,0,0,0
ProspectID 2009,1,1,1,1,1,0,0
ProspectID 2010,1,1,1,1,1,0,0
ProspectID 2011,0,0,0,0,0,1,0
ProspectID 2012,1,1,1,1,1,1,0
ProspectID 2013,1,0,0,0,0,0,1
ProspectID 2014,0,0,0,0,0,1,1
ProspectID 2015,1,1,0,0,0,0,0
ProspectID 2016,1,1,1,0,0,0,1
ProspectID 2017,0,0,0,1,0,0,0
ProspectID 2018,1,1,1,1,1,0,0
ProspectID 2019,1,0,1,0,1,0,0
ProspectID 2020,0,0,0,1,0,0,0
ProspectID 2021,1,1,1,0,1,1,0
ProspectID 2022,1,1,0,0,0,1,0
ProspectID 2023,0,0,0,0,0,0,0
ProspectID 2024,1,1,0,0,0,1,1
ProspectID 2025,1,0,1,1,0,0,1
ProspectID 2026,0,0,0,1,0,0,0
ProspectID 2027,1,1,1,0,1,0,1
ProspectID 2028,1,1,1,1,1,0,0
ProspectID 2029,0,0,0,0,0,0,0
ProspectID 2030,1,1,1,0,1,0,0
ProspectID 2031,1,0,0,0,0,1,0
ProspectID 2032,0,0,0,0,0,1,0
ProspectID 2033,1,1,0,1,0,0,0
ProspectID 2034,1,1,1,1,0,1,0
ProspectID 2035,0,0,0,0,0,0,1
ProspectID 2036,1,1,1,1,1,0,1
ProspectID 2037,1,0,1,0,1,0,0
ProspectID 2038,0,0,0,0,0,0,1
ProspectID 2039,1,1,1,0,1,0,0
ProspectID 2040,1,1,0,0,0,0,0
ProspectID 2041,0,0,0,1,0,1,0
ProspectID 2042,1,1,0,1,0,1,0
ProspectID 2043,1,0,1,0,0,0,0
ProspectID 2044,0,0,0,1,0,1,0
ProspectID 2045,1,1,1,0,1,0,0
ProspectID 2046,1,1,1,0,1,0,1
ProspectID 2047,0,0,0,0,0,0,1
ProspectID 2048,1,1,1,0,1,0,0
ProspectID 2049,1,0,0,1,0,0,1
ProspectID 2050,0,0,0,1,0,0,0
ProspectID 2051,1,1,0,0,0,1,0
ProspectID 2052,1,1,1,1,0,1,0
ProspectID 2053,0,0,0,0,0,0,0
ProspectID 2054,1,1,1,0,1,1,0
ProspectID 2055,1,0,1,0,1,0,0
ProspectID 2056,0,0,0,0,0,0,0
ProspectID 2057,1,1,1,1,1,0,1
ProspectID 2058,1,1,0,1,0,0,1
ProspectID 2059,0,0,0,0,0,0,0
ProspectID 2060,1,1,0,1,0,0,1
ProspectID 2061,1,0,1,0,0,1,0
ProspectID 2062,0,0,0,0,0,1,0
ProspectID 2063,1,1,1,0,1,0,0
ProspectID 2064,1,1,1,0,1,1,0
ProspectID 2065,0,0,0,1,0,0,0
ProspectID 2066,1,1,1,1,1,0,0
ProspectID 2067,1,0,0,0,0,0,0
ProspectID 2068,0,0,0,1,0,0,1
ProspectID 2069,1,1,0,0,0,0,1
ProspectID 2070,1,1,1,0,0,0,0
ProspectID 2071,0,0,0,0,0,1,1
ProspectID 2072,1,1,1,0,1,1,0
ProspectID 2073,1,0,1,1,1,0,0
ProspectID 2074,0,0,0,1,0,1,0
ProspectID 2075,1,1,1,0,1,0,0
ProspectID 2076,1,1,0,1,0,0,0
ProspectID 2077,0,0,0,0,0,0,0
ProspectID 2078,1,1,0,0,0,0,0
ProspectID 2079,1,0,1,0,0,0,1
ProspectID 2080,0,0,0,0,0,0,1
ProspectID 2081,1,1,1,1,1,1,0
ProspectID 2082,1,1,1,1,1,1,1
ProspectID 2083,0,0,0,0,0,0,0
ProspectID 2084,1,1,1,1,1,1,0
ProspectID 2085,1,0,0,0,0,0,0
ProspectID 2086,0,0,0,0,0,0,0
ProspectID 2087,1,1,0,0,0,0,0
ProspectID 2088,1,1,1,0,0,0,0
ProspectID 2089,0,0,0,1,0,0,0
ProspectID 2090,1,1,1,1,1,0,1
ProspectID 2091,1,0,1,0,1,1,1
ProspectID 2092,0,0,0,1,0,1,0
ProspectID 2093,1,1,1,0,1,0,1
ProspectID 2094,1,1,0,0,0,1,0
ProspectID 2095,0,0,0,0,0,0,0
ProspectID 2096,1,1,0,0,0,0,0
ProspectID 2097,1,0,1,1,0,0,0
ProspectID 2098,0,0,0,1,0,0,0
ProspectID 2099,1,1,1,0,1,0,0
ProspectID 2100,1,1,1,1,1,0,0
ProspectID 2101,0,0,0,0,0,1,1
ProspectID 2102,1,1,1,0,1,1,1
ProspectID 2103,1,0,0,0,0,0,0
ProspectID 2104,0,0,0,0,0,1,1
ProspectID 2105,1,1,0,1,0,0,0
ProspectID 2106,1,1,1,1,0,0,0
ProspectID 2107,0,0,0,0,0,0,0
ProspectID 2108,1,1,1,1,1,0,0
ProspectID 2109,1,0,1,0,1,0,0
ProspectID 2110,0,0,0,0,0,0,0
ProspectID 2111,1,1,1,0,1,1,0
ProspectID 2112,1,1,0,0,0,1,1
ProspectID 2113,0,0,0,1,0,0,1
ProspectID 2114,1,1,0,1,0,1,0
ProspectID 2115,1,0,1,0,0,0,1
ProspectID 2116,0,0,0,1,0,0,0
ProspectID 2117,1,1,1,0,1,0,0
ProspectID 2118,1,1,1,0,1,0,0
ProspectID 2119,0,0,0,0,0,0,0
ProspectID 2120,1,1,1,0,1,0,0
ProspectID 2121,1,0,0,1,0,1,0
ProspectID 2122,0,0,0,1,0,1,0
ProspectID 2123,1,1,0,0,0,0,1
ProspectID 2124,1,1,1,1,0,1,1
ProspectID 2125,0,0,0,0,0,0,0
ProspectID 2126,1,1,1,0,1,0,1
ProspectID 2127,1,0,1,0,1,0,0
ProspectID 2128,0,0,0,0,0,0,0
ProspectID 2129,1,1,1,1,1,0,0
ProspectID 2130,1,1,0,1,0,0,0
ProspectID 2131,0,0,0,0,0,1,0
ProspectID 2132,1,1,0,1,0,1,0
ProspectID 2133,1,0,1,0,0,0,0
ProspectID 2134,0,0,0,0,0,1,1
ProspectID 2135,1,1,1,0,1,0,1
ProspectID 2136,1,1,1,0,1,0,0
ProspectID 2137,0,0,0,1,0,0,1
ProspectID 2138,1,1,1,1,1,0,0
ProspectID 2139,1,0,0,0,0,0,0
ProspectID 2140,0,0,0,1,0,0,0
ProspectID 2141,1,1,0,0,0,1,0
ProspectID 2142,1,1,1,0,0,1,0
ProspectID 2143,0,0,0,0,0,0,0
ProspectID 2144,1,1,1,0,1,1,0
ProspectID 2145,1,0,1,1,1,0,1
ProspectID 2146,0,0,0,1,0,0,1
ProspectID 2147,1,1,1,0,1,0,0
ProspectID 2148,1,1,0,1,0,0,1
ProspectID 2149,0,0,0,0,0,0,0
ProspectID 2150,1,1,0,0,0,0,0
ProspectID 2151,1,0,1,0,0,1,0
ProspectID 2152,0,0,0,0,0,1,0
ProspectID 2153,1,1,1,1,1,0,0
ProspectID 2154,1,1,1,1,1,1,0
ProspectID 2155,0,0,0,0,0,0,0
ProspectID 2156,1,1,1,1,1,0,1
ProspectID 2157,1,0,0,0,0,0,1
ProspectID 2158,0,0,0,0,0,0,0
ProspectID 2159,1,1,0,0,0,0,1
ProspectID 2160,1,1,1,0,0,0,0
ProspectID 2161,0,0,0,1,0,1,0
ProspectID 2162,1,1,1,1,1,1,0
ProspectID 2163,1,0,1,0,1,0,0
ProspectID 2164,0,0,0,1,0,1,0
ProspectID 2165,1,1,1,0,1,0,0
ProspectID 2166,1,1,0,0,0,0,0
ProspectID 2167,0,0,0,0,0,0,1
ProspectID 2168,1,1,0,0,0,0,1
ProspectID 2169,1,0,1,1,0,0,0
ProspectID 2170,0,0,0,1,0,0,1
ProspectID 2171,1,1,1,0,1,1,0
ProspectID 2172,1,1,1,1,1,1,0
ProspectID 2173,0,0,0,0,0,0,0
ProspectID 2174,1,1,1,0,1,1,0
ProspectID 2175,1,0,0,0,0,0,0
ProspectID 2176,0,0,0,0,0,0,0
ProspectID 2177,1,1,0,1,0,0,0
ProspectID 2178,1,1,1,1,0,0,1
ProspectID 2179,0,0,0,0,0,0,1
ProspectID 2180,1,1,1,1,1,0,0
ProspectID 2181,1,0,1,0,1,1,1
ProspectID 2182,0,0,0,0,0,1,0
ProspectID 2183,1,1,1,0,1,0,0
ProspectID 2184,1,1,0,0,0,1,0
ProspectID 2185,0,0,0,1,0,0,0
ProspectID 2186,1,1,0,1,0,0,0
ProspectID 2187,1,0,1,0,0,0,0
ProspectID 2188,0,0,0,1,0,0,0
ProspectID 2189,1,1,1,0,1,0,1
ProspectID 2190,1,1,1,0,1,0,1
ProspectID 2191,0,0,0,0,0,1,0
ProspectID 2192,1,1,1,0,1,1,1
ProspectID 2193,1,0,0,1,0,0,0
ProspectID 2194,0,0,0,1,0,1,0
ProspectID 2195,1,1,0,0,0,0,0
ProspectID 2196,1,1,1,1,0,0,0
ProspectID 2197,0,0,0,0,0,0,0
ProspectID 2198,1,1,1,0,1,0,0
ProspectID 2199,1,0,1,0,1,0,0
ProspectID 2200,0,0,0,0,0,0,1
ProspectID 2201,1,1,1,1,1,1,1
ProspectID 2202,1,1,0,1,0,1,0
ProspectID 2203,0,0,0,0,0,0,1
ProspectID 2204,1,1,0,1,0,1,0
ProspectID 2205,1,0,1,0,0,0,0
ProspectID 2206,0,0,0,0,0,0,0
ProspectID 2207,1,1,1,0,1,0,0
ProspectID 2208,1,1,1,0,1,0,0
ProspectID 2209,0,0,0,1,0,0,0
ProspectID 2210,1,1,1,1,1,0,0
